Block Name,Cell ID,vtkOriginalCellIds,Cell Type,ft
ft,0,1490,5,18
ft,1,1492,5,18
ft,2,1581,5,18
ft,3,1582,5,18
ft,4,1584,5,18
ft,5,1585,5,18
ft,6,1657,5,18
ft,7,1658,5,18
ft,8,1659,5,18
ft,9,1662,5,18
ft,10,1663,5,18
ft,11,1698,5,18
ft,12,1700,5,18
ft,13,1704,5,18
ft,14,1711,5,18
ft,15,1717,5,18
ft,16,1773,5,18
ft,17,1775,5,18
ft,18,1777,5,18
ft,19,1781,5,18
ft,20,1789,5,18
ft,21,1835,5,18
ft,22,1880,5,18
ft,23,1881,5,18
