Block Name,Cell ID,vtkOriginalCellIds,Cell Type,ft
ft,0,50752,5,17
ft,1,50753,5,17
ft,2,50756,5,17
ft,3,50931,5,17
ft,4,50932,5,17
ft,5,51529,5,17
ft,6,51530,5,17
ft,7,51534,5,17
ft,8,51535,5,17
ft,9,51538,5,17
ft,10,51539,5,17
ft,11,51540,5,17
ft,12,52097,5,17
ft,13,52100,5,17
ft,14,52101,5,17
ft,15,53455,5,17
ft,16,53601,5,17
ft,17,53602,5,17
ft,18,53610,5,17
ft,19,53611,5,17
